Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,model,brand,Car_Age
4,21000,3,1,0,18.6,1197.0,81.83,5.0,4.9,1853,8,5
1,90000,1,1,0,22.7,1498.0,89.84,5.0,6.25,569,6,7
5,36255,1,0,0,19.59,1995.0,184.0,5.0,33.0,23,1,5
2,58000,1,0,2,11.7,2993.0,245.0,5.0,27.0,1677,1,9
3,48997,3,1,2,18.0,1198.0,86.7,5.0,5.21,168,7,6
9,31130,3,1,0,15.85,1499.0,110.4,5.0,5.75,562,6,6
3,75668,1,0,0,14.74,2993.0,270.9,5.0,16.58,1694,11,8
4,12000,3,1,0,14.53,1798.0,138.0,5.0,11.0,424,24,5
10,90000,3,1,2,20.36,1197.0,78.9,5.0,2.8,1798,8,6
7,17320,1,0,0,15.8,2148.0,170.0,5.0,37.99,1055,16,1
4,85000,1,1,2,20.0,1968.0,108.5,5.0,3.65,956,22,9
5,130000,1,1,0,13.1,2499.0,141.0,7.0,6.0,600,6,13
3,60328,3,1,0,15.6,1196.0,70.0,5.0,4.54,716,6,7
7,34327,3,1,0,18.0,1198.0,86.7,5.0,5.4,168,7,5
9,75000,1,1,0,19.1,1405.0,70.0,5.0,3.3,832,23,6
5,86000,1,0,2,14.7,1985.0,163.0,5.0,18.25,1684,26,8
1,12000,3,1,0,22.7,799.0,53.0,5.0,3.1,1223,4,3
7,57759,3,1,0,21.1,814.0,55.2,5.0,3.84,541,8,7
8,24300,3,1,0,22.74,796.0,47.3,5.0,2.44,140,15,4
1,66000,3,1,2,16.47,1198.0,73.9,5.0,3.6,1147,25,9
9,75915,3,1,0,20.36,1197.0,78.9,5.0,3.9,1781,8,5
2,107000,3,1,2,16.95,1498.0,97.7,5.0,2.9,1407,19,7
2,86000,3,1,2,14.53,1798.0,138.1,5.0,3.5,440,24,12
2,160000,1,1,2,18.1,1493.0,110.0,5.0,3.5,1595,8,11
6,3000,3,1,0,24.7,796.0,47.3,5.0,3.5,135,15,1
5,72495,1,1,0,21.9,1396.0,88.76,5.0,7.0,1859,8,5
2,33000,1,0,0,19.08,1582.0,126.2,5.0,8.7,1570,8,4
5,60000,1,0,0,12.07,2967.0,241.4,7.0,45.0,1174,0,6
5,80103,1,1,0,25.0,1396.0,69.0,5.0,1.8,825,23,4
8,42100,3,1,0,18.0,995.0,62.0,5.0,0.99,1398,3,13
8,4500,3,1,0,18.9,1197.0,81.86,5.0,4.8,776,8,2
9,97000,1,1,0,12.55,2982.0,169.0,7.0,17.95,735,24,6
7,51223,3,1,0,18.9,1197.0,81.86,5.0,5.66,775,8,3
4,64000,3,1,0,17.0,1497.0,118.0,5.0,3.1,354,7,11
7,56911,3,1,0,18.6,1197.0,81.86,5.0,6.54,589,8,4
5,147848,1,1,0,12.8,2494.0,102.0,8.0,13.2,862,24,5
7,21290,3,0,0,13.0,4951.0,395.0,4.0,56.8,1017,6,2
7,14076,1,0,0,11.36,2755.0,171.5,7.0,19.4,888,24,1
0,75180,3,1,0,18.2,1061.0,64.0,5.0,1.65,1760,15,13
6,92000,1,1,2,22.9,1248.0,74.0,5.0,4.35,1487,15,7
5,57266,1,1,0,20.5,1248.0,91.72,5.0,6.5,200,5,5
4,64000,3,1,0,18.2,998.0,67.1,5.0,1.11,1764,15,13
9,41000,1,1,0,19.87,1461.0,83.8,5.0,5.5,484,21,7
4,45999,1,1,0,10.5,2835.0,107.2,6.0,11.0,1108,18,8
10,50000,3,0,0,23.1,998.0,67.04,5.0,3.9,311,15,5
10,70000,1,1,0,17.88,1405.0,48.21,5.0,1.8,822,23,7
7,37540,3,1,0,18.6,1197.0,81.86,5.0,6.22,589,8,4
5,44000,3,0,0,23.1,998.0,67.04,5.0,4.3,311,15,6
5,22500,3,1,0,18.9,1197.0,81.86,5.0,5.99,775,8,3
4,17431,3,1,0,18.6,1197.0,81.83,5.0,6.0,1809,8,3
4,61566,3,1,0,17.1,1591.0,121.3,5.0,5.85,1581,8,6
7,61730,1,0,0,12.39,2179.0,147.51,5.0,19.94,1249,13,6
2,68000,3,1,0,16.1,1298.0,88.2,5.0,2.9,1480,15,11
9,29000,3,1,0,18.0,1198.0,86.7,5.0,4.25,170,7,6
5,156210,1,1,0,21.43,1364.0,87.2,5.0,5.99,438,24,10
8,46500,1,1,0,27.4,1498.0,98.6,5.0,3.3,163,7,7
3,52830,1,0,2,16.77,2967.0,241.38,5.0,8.08,107,0,11
6,39867,3,1,0,22.5,998.0,67.04,5.0,4.5,1643,15,3
5,58972,1,1,0,24.2,1498.0,98.6,7.0,6.5,1008,7,6
1,66000,3,0,2,10.1,2354.0,152.0,5.0,3.9,275,7,14
4,52000,3,1,0,17.1,1591.0,121.3,5.0,5.25,1581,8,7
1,58000,1,0,0,11.72,2199.0,194.3,7.0,17.0,1323,8,6
0,58000,3,0,0,16.95,1197.0,78.9,5.0,3.5,1802,8,8
5,75000,1,1,2,17.7,1399.0,68.0,5.0,3.0,739,6,12
3,41008,3,1,2,20.36,1197.0,78.9,5.0,4.87,1798,8,5
6,65000,1,1,0,24.4,1120.0,71.0,5.0,6.0,1722,8,6
9,19000,1,0,0,18.19,1968.0,174.5,5.0,15.5,1431,22,5
10,74000,3,1,2,16.6,1388.0,68.0,5.0,1.6,664,6,12
10,33000,3,0,0,21.4,1197.0,83.1,5.0,7.25,229,15,3
9,95000,1,1,2,17.0,1896.0,105.0,5.0,3.25,953,22,10
8,34000,1,1,0,20.64,1498.0,108.5,5.0,3.4,1537,25,8
3,102865,1,0,0,12.07,2967.0,241.4,7.0,30.5,1174,0,6
7,52378,3,1,0,17.0,1591.0,121.3,5.0,7.97,1608,8,4
4,38000,1,0,0,14.84,2143.0,170.0,5.0,13.51,1034,16,8
7,60334,1,1,0,25.8,1498.0,98.6,5.0,5.43,166,7,5
2,107000,3,1,0,16.6,1388.0,68.0,5.0,2.6,665,6,10
1,445000,3,1,0,18.5,1197.0,82.9,5.0,4.45,1856,8,7
8,2196,3,1,0,22.74,796.0,47.3,5.0,2.75,138,15,3
8,24000,3,0,0,10.6,2996.0,258.0,5.0,8.75,47,1,10
3,44846,3,1,2,14.6,1368.0,88.7,5.0,5.41,799,5,5
7,64035,1,0,0,28.4,1248.0,73.75,5.0,8.55,495,15,2
9,45600,1,1,0,15.1,2179.0,140.0,7.0,8.25,1711,14,6
7,102001,1,0,0,11.1,2400.0,200.0,7.0,23.58,1687,26,6
3,47439,3,1,0,20.36,1197.0,78.9,5.0,4.49,1800,8,6
5,193254,1,1,0,11.5,2982.0,171.0,7.0,12.99,727,24,10
1,29000,3,0,0,21.9,624.0,37.48,4.0,2.8,1028,23,4
3,51681,1,1,0,19.98,1461.0,108.5,8.0,8.43,973,21,4
5,50000,1,0,0,12.07,2967.0,241.4,7.0,47.5,1173,0,5
9,42666,3,0,0,18.0,1497.0,117.3,5.0,8.95,381,7,4
6,65000,1,1,2,19.01,1461.0,108.45,5.0,5.5,476,21,7
6,18776,3,1,0,17.8,1198.0,86.7,5.0,4.75,167,7,6
6,6714,3,1,0,18.0,1198.0,86.7,5.0,4.75,168,7,4
10,40000,3,0,2,12.05,1995.0,154.0,5.0,9.5,17,1,11
3,88539,1,1,0,23.2,1248.0,73.94,5.0,3.77,1227,15,9
4,65055,3,1,2,17.0,1497.0,118.0,5.0,4.25,354,7,8
9,23000,1,0,0,18.88,1995.0,184.0,5.0,19.9,16,1,6
2,60000,1,1,0,15.0,1896.0,105.0,5.0,4.0,915,25,11
7,59350,3,1,0,19.1,1197.0,85.8,5.0,4.16,1445,15,7
1,19000,1,0,2,16.36,2179.0,187.7,5.0,38.0,1692,11,5
7,45560,3,0,0,16.9,1197.0,82.0,5.0,6.34,1726,8,4
10,118000,1,1,0,12.8,2494.0,102.0,8.0,4.5,857,24,11
2,55000,3,1,0,15.1,1196.0,73.0,7.0,3.75,576,15,4
4,60000,1,0,2,15.2,1968.0,140.8,5.0,10.2,96,0,8
2,145000,1,1,0,12.8,2494.0,102.0,8.0,5.0,857,24,13
9,46810,3,1,0,9.8,1995.0,163.5,5.0,3.95,770,15,12
3,62767,1,1,0,20.34,1498.0,103.2,5.0,9.75,1539,25,4
7,18553,3,1,0,18.6,1197.0,81.86,5.0,7.93,589,8,2
5,143143,1,1,0,17.8,1399.0,67.0,5.0,2.1,682,6,9
3,53497,1,1,0,13.5,2477.0,175.56,7.0,16.42,1114,18,5
1,148000,1,1,2,14.66,2199.0,194.3,7.0,8.9,1322,8,9
10,95000,1,1,0,15.1,2179.0,140.0,7.0,7.21,1714,14,8
2,100000,1,1,0,12.8,2494.0,102.0,8.0,13.5,871,24,5
2,29000,1,0,0,11.57,2987.0,254.79,5.0,65.0,754,16,4
1,87000,1,1,0,12.05,2179.0,120.0,7.0,7.4,1362,14,6
7,56838,3,0,0,16.8,1497.0,118.0,5.0,5.15,353,7,6
10,100000,1,0,0,12.0,2987.0,224.0,7.0,32.0,740,16,7
8,125000,3,1,0,17.0,1497.0,118.0,5.0,3.25,354,7,9
8,17000,3,0,0,22.5,998.0,67.0,5.0,3.95,1645,15,3
10,70000,3,1,2,15.4,1193.0,65.0,5.0,1.5,846,23,7
10,50000,3,1,2,17.0,1197.0,80.0,5.0,3.0,1824,8,10
8,39800,3,1,0,16.0,1198.0,90.0,5.0,1.99,902,7,10
8,60000,3,1,0,19.0,998.0,66.1,5.0,1.35,72,15,10
5,58000,1,0,0,16.07,1995.0,181.0,5.0,13.5,9,1,11
5,110009,1,1,0,17.67,1968.0,138.08,5.0,6.99,1754,22,10
5,85000,1,1,0,19.01,1461.0,108.5,5.0,8.5,1511,19,7
10,84000,1,1,2,22.07,1199.0,73.9,5.0,2.89,1136,25,10
9,51000,1,0,0,22.69,1995.0,190.0,5.0,10.5,5,1,9
7,68880,3,1,0,16.95,1498.0,97.7,5.0,3.97,1407,19,7
2,5500,3,0,0,24.07,998.0,67.1,5.0,4.25,148,15,3
3,40052,3,1,0,21.1,1197.0,85.8,5.0,6.17,1236,15,4
3,47293,1,0,0,14.16,1968.0,174.3,5.0,38.72,1172,0,4
5,79663,1,1,0,16.8,1493.0,110.0,5.0,6.5,1596,8,7
6,63000,1,1,2,25.8,1498.0,98.6,5.0,4.25,166,7,7
8,45000,1,1,0,26.0,1498.0,98.6,5.0,4.75,371,7,6
7,56501,1,0,0,12.9,2755.0,174.5,7.0,17.71,736,24,6
6,58000,1,1,0,20.34,1498.0,103.2,5.0,5.85,1539,25,5
3,51602,1,0,0,22.48,1995.0,190.0,5.0,17.27,40,1,9
5,74199,1,0,0,16.07,1995.0,181.0,5.0,9.25,14,1,13
0,25000,3,0,0,13.0,1591.0,121.3,5.0,12.75,467,8,3
10,70000,1,0,2,21.76,1995.0,190.0,5.0,27.0,24,1,4
1,25000,1,0,2,14.84,2143.0,167.62,5.0,21.0,1046,16,7
5,22000,1,1,0,26.59,1248.0,74.0,5.0,7.95,1449,15,3
5,47020,3,1,2,23.1,998.0,67.04,5.0,4.5,315,15,5
9,8000,1,0,0,19.59,1995.0,187.74,5.0,33.75,8,1,3
4,73000,1,0,0,11.33,4134.0,335.2,7.0,17.51,1179,0,10
7,36973,3,1,0,18.2,1199.0,88.7,5.0,6.8,907,7,3
3,42083,3,1,0,25.4,624.0,37.48,4.0,1.68,1020,23,6
2,61000,3,1,0,24.7,796.0,47.3,5.0,2.9,134,15,4
9,43628,3,1,0,22.5,998.0,67.04,5.0,3.16,1643,15,6
6,60000,1,1,0,24.4,1120.0,71.0,5.0,3.9,1717,8,6
4,54000,3,1,2,17.8,1199.0,76.8,5.0,1.95,236,3,10
7,27001,1,0,0,16.36,2179.0,187.7,5.0,26.52,1693,11,5
2,52000,1,0,0,18.33,1968.0,167.7,5.0,9.0,1123,25,10
5,80000,1,1,0,21.27,1396.0,88.76,5.0,4.5,1845,8,8
2,160000,1,1,0,10.5,2835.0,107.2,6.0,8.75,1108,18,12
2,3300,1,0,0,24.3,1248.0,88.5,5.0,11.5,1618,15,2
4,35027,3,1,0,24.07,998.0,67.1,5.0,3.0,143,15,4
3,26568,3,1,0,21.1,814.0,55.2,5.0,3.79,544,8,5
0,59000,1,1,0,28.09,1248.0,88.5,5.0,6.0,335,15,5
1,51000,1,1,0,19.67,1582.0,126.2,5.0,13.25,459,8,4
4,56400,1,0,0,17.2,1968.0,138.1,5.0,8.0,1424,22,8
5,80000,1,1,0,20.14,1498.0,88.8,5.0,5.8,1134,25,5
5,107000,1,1,2,12.99,2494.0,100.6,7.0,13.5,872,24,7
10,100000,1,0,0,14.21,2143.0,203.0,5.0,25.0,512,16,6
7,59998,1,1,0,20.14,1498.0,88.8,5.0,5.49,1134,25,4
5,105000,1,0,0,17.32,1968.0,150.0,5.0,19.0,1155,0,7
8,36000,3,1,0,18.5,1197.0,80.0,5.0,2.5,1808,8,9
8,24350,3,1,2,19.81,1086.0,68.05,5.0,3.0,1799,8,5
7,28973,1,1,0,24.7,1047.0,69.0,5.0,6.64,1523,23,2
7,8243,3,1,0,21.1,814.0,55.2,5.0,3.21,540,8,3
2,136642,3,1,2,17.92,1086.0,62.1,5.0,1.55,1338,8,11
5,60000,3,1,0,17.92,1086.0,62.1,5.0,2.59,1338,8,9
2,100000,1,1,2,12.7,2609.0,120.0,8.0,4.0,1379,14,12
6,48689,3,1,0,17.4,1497.0,117.3,5.0,3.87,393,7,10
1,45000,1,1,0,24.3,1248.0,88.5,5.0,9.75,1616,15,3
7,38163,1,0,0,17.11,1968.0,174.33,5.0,32.91,95,0,1
2,43800,1,0,2,14.21,2143.0,203.0,5.0,16.75,512,16,9
6,92000,3,1,0,13.5,1799.0,130.0,5.0,1.9,397,7,13
7,14064,3,1,0,18.6,1197.0,81.83,5.0,6.59,1853,8,3
3,42366,1,0,0,15.73,1968.0,174.33,5.0,31.93,1162,0,3
6,76551,1,1,0,25.1,1498.0,98.6,5.0,7.25,373,7,6
10,72672,3,1,0,19.81,1086.0,68.05,5.0,1.9,1787,8,12
8,45000,1,1,0,25.2,1248.0,74.0,5.0,3.55,1474,15,5
5,91696,1,0,0,11.4,2953.0,153.86,7.0,9.25,597,6,8
7,66484,3,1,0,13.8,1299.0,70.0,5.0,1.65,808,6,11
3,15456,1,0,0,20.68,1995.0,190.0,5.0,36.64,1662,1,1
9,55000,1,0,2,14.21,2143.0,203.0,5.0,16.0,511,16,9
7,21112,0,1,0,15.1,1196.0,73.0,5.0,5.38,574,15,1
0,61297,1,1,0,25.8,1498.0,98.6,5.0,4.35,166,7,6
5,80000,3,1,2,17.3,993.0,60.0,5.0,1.2,1767,15,14
6,59000,3,1,2,18.5,1197.0,80.0,5.0,4.1,1852,8,7
2,150000,1,0,0,11.0,2993.0,235.0,5.0,18.75,1675,1,11
3,60083,1,1,0,19.67,1582.0,126.2,5.0,13.78,459,8,3
8,85450,1,1,0,26.59,1248.0,74.0,5.0,4.0,1443,15,4
6,88000,1,1,0,22.9,1248.0,74.0,5.0,4.33,1473,15,7
7,81828,1,1,0,24.0,1186.0,73.97,5.0,5.43,771,8,5
9,18000,3,1,0,18.16,1196.0,86.8,5.0,4.9,703,6,4
2,15000,1,0,0,15.97,2993.0,258.0,5.0,70.0,1676,1,3
8,34000,1,0,0,11.78,2143.0,167.62,5.0,25.5,1048,16,4
0,46000,3,0,0,18.9,1197.0,82.0,5.0,5.1,781,8,5
5,48158,1,1,0,22.32,1582.0,126.32,5.0,6.7,1579,8,7
5,93000,1,0,0,16.73,2993.0,218.0,5.0,26.5,44,1,7
0,71007,1,1,0,23.08,1461.0,63.1,5.0,3.9,999,19,7
10,63067,3,1,2,15.5,1586.0,103.3,5.0,2.7,1304,15,10
5,70259,1,1,0,21.12,1248.0,88.8,5.0,2.95,987,23,9
0,13000,1,0,0,16.55,1968.0,140.0,5.0,23.0,84,0,5
10,140000,1,1,2,17.8,1248.0,75.0,5.0,2.49,1470,15,11
6,130000,1,1,0,25.2,1248.0,74.0,5.0,4.5,1463,15,5
4,89401,1,1,0,21.43,1364.0,87.2,5.0,4.5,439,24,9
5,67000,1,1,0,27.3,1498.0,98.6,5.0,6.9,901,7,5
7,65329,3,0,0,7.94,4395.0,450.0,4.0,20.72,51,1,10
6,72000,3,1,0,16.25,1198.0,73.9,5.0,2.21,658,22,10
6,70000,3,1,3,16.25,1242.0,73.9,5.0,0.55,1391,5,19
9,82000,1,0,2,12.35,2179.0,187.74,5.0,13.9,1247,13,9
10,85000,3,1,0,15.3,1596.0,101.0,5.0,1.46,680,6,10
10,83000,1,0,0,19.08,1582.0,126.32,5.0,6.0,1598,8,8
6,26000,3,1,0,21.7,999.0,67.0,5.0,3.0,939,21,4
4,27000,1,1,0,22.3,1248.0,88.8,5.0,3.5,829,23,8
7,37746,1,1,0,21.19,1396.0,88.73,5.0,7.59,1836,8,2
9,63274,3,1,2,15.0,1586.0,104.68,5.0,1.99,1305,15,11
5,25000,3,1,0,25.17,799.0,53.3,5.0,3.8,945,21,4
1,197000,1,1,0,11.68,2498.0,112.0,7.0,4.0,1747,14,7
1,45010,3,1,2,21.1,814.0,55.2,5.0,2.95,538,8,7
4,75348,1,1,0,25.8,1498.0,98.6,5.0,3.75,177,7,7
8,90110,1,1,0,22.07,1199.0,73.9,5.0,2.5,1137,25,10
10,102013,3,1,0,17.0,1497.0,118.0,5.0,3.75,358,7,9
10,36000,1,0,0,12.55,2982.0,168.5,7.0,22.0,729,24,5
7,37578,3,1,0,18.0,1198.0,86.7,5.0,6.14,159,7,3
10,46001,1,0,0,20.58,1995.0,143.0,5.0,16.0,0,1,5
5,46559,3,0,0,23.1,998.0,67.04,5.0,3.75,311,15,6
9,48000,1,1,0,12.99,2494.0,100.6,8.0,11.75,865,24,5
10,46000,1,0,2,16.36,2179.0,187.7,5.0,24.0,1693,11,7
5,15000,3,1,0,17.5,1199.0,88.7,5.0,8.9,1621,7,3
2,85000,1,0,3,17.05,1995.0,184.0,5.0,10.0,1663,1,8
9,32000,3,0,0,14.3,1598.0,103.5,5.0,5.55,1205,22,6
7,60818,3,1,0,16.09,1598.0,103.5,5.0,3.59,1542,25,8
3,35188,1,1,0,22.77,1498.0,98.59,5.0,11.13,558,6,1
6,110000,1,1,0,15.1,2179.0,140.0,7.0,7.2,1711,14,8
9,61000,1,1,0,18.6,1388.0,67.0,5.0,2.98,683,6,6
10,75000,3,1,2,17.92,1086.0,62.1,5.0,1.7,1338,8,10
4,55000,1,0,0,12.0,2987.0,224.0,7.0,52.0,740,16,5
10,69966,3,1,0,19.7,796.0,46.3,5.0,0.95,153,15,17
9,42000,3,1,0,17.8,1497.0,117.3,5.0,9.25,387,7,4
1,48000,1,0,0,13.01,2199.0,194.3,7.0,16.25,1319,8,6
8,35000,1,0,0,17.9,2143.0,136.0,5.0,20.99,743,16,5
2,128000,1,1,2,12.8,2494.0,102.0,8.0,4.25,862,24,15
1,78000,1,0,2,16.07,1995.0,181.0,5.0,7.2,14,1,12
5,53080,3,1,0,18.6,1197.0,85.8,5.0,4.4,1488,15,9
10,66000,3,1,2,15.04,1598.0,103.6,5.0,4.25,1554,25,9
0,25000,3,1,0,16.02,1373.0,93.7,7.0,5.35,620,15,8
3,36139,3,0,2,18.9,1197.0,82.0,5.0,6.3,781,8,4
4,44000,1,1,0,19.67,1582.0,126.2,5.0,12.5,458,8,3
0,50000,1,0,2,16.77,2967.0,241.38,5.0,7.5,107,0,12
4,81177,1,1,0,16.0,1997.0,140.0,7.0,11.25,1713,14,4
9,26000,3,0,0,16.05,1499.0,110.4,5.0,7.65,560,6,4
9,100000,1,1,0,24.4,1120.0,71.0,5.0,4.5,1717,8,4
5,75000,1,0,0,21.21,1498.0,103.2,5.0,7.5,1538,25,6
7,119859,3,0,0,13.0,2987.0,210.0,5.0,7.1,1278,16,16
9,55980,3,1,0,20.36,1197.0,78.9,5.0,2.25,1788,8,10
5,30000,1,0,0,17.11,1968.0,174.33,5.0,27.0,95,0,5
10,49700,1,1,2,21.9,1396.0,88.76,5.0,4.18,1859,8,8
2,79000,1,1,0,23.5,1396.0,88.7,5.0,6.5,1565,8,7
4,65100,3,1,0,17.0,1497.0,118.0,5.0,3.15,358,7,10
10,54161,1,1,0,25.47,1248.0,88.5,7.0,7.64,618,15,4
5,28619,3,1,0,19.7,796.0,46.3,5.0,2.4,153,15,9
9,9000,3,0,0,20.51,998.0,67.0,5.0,4.25,1622,15,4
7,42876,1,0,0,19.08,1582.0,126.2,5.0,9.31,1571,8,4
1,64000,3,1,0,19.7,796.0,46.3,5.0,2.39,154,15,9
7,20488,3,1,2,16.09,1598.0,103.5,5.0,7.64,1542,25,2
4,21000,3,1,0,21.4,1197.0,83.1,5.0,6.21,227,15,4
6,119203,1,0,0,21.4,2179.0,115.0,5.0,16.5,1252,13,8
7,55987,3,0,0,13.7,1997.0,153.86,5.0,8.22,273,7,9
3,72668,1,1,0,14.24,2755.0,174.5,7.0,28.85,725,24,3
9,32000,3,0,0,15.6,1497.0,116.3,5.0,8.5,362,7,5
1,3000,3,0,2,12.0,5461.0,421.0,2.0,90.0,1293,16,6
9,10400,3,1,0,17.4,1497.0,117.3,5.0,6.51,393,7,5
9,35000,1,1,0,22.9,1248.0,74.0,5.0,4.65,1473,15,7
7,55101,3,0,0,14.53,1794.0,138.1,5.0,8.4,433,24,7
1,57464,1,1,0,23.59,1364.0,67.06,5.0,5.75,633,24,6
6,110000,3,1,0,18.9,998.0,67.1,5.0,1.11,1627,15,14
9,72000,3,0,0,12.0,1991.0,184.0,5.0,17.25,515,16,6
4,16000,1,0,0,16.36,2179.0,187.7,5.0,32.0,1695,11,8
7,62020,3,1,0,17.0,1197.0,80.0,5.0,3.45,1865,8,9
10,85000,1,0,2,12.39,2179.0,147.51,5.0,23.0,1249,13,6
7,14223,3,1,0,18.6,1197.0,81.86,5.0,7.32,590,8,2
6,41210,3,1,0,18.0,1198.0,86.7,5.0,4.4,168,7,6
1,20000,1,0,0,18.0,2987.0,165.0,5.0,47.35,978,16,5
3,18043,3,1,0,22.74,796.0,47.3,5.0,4.12,140,15,4
2,80000,1,0,0,11.36,2755.0,171.5,7.0,19.5,890,24,4
5,21000,3,0,0,18.9,1197.0,82.0,5.0,6.2,781,8,4
1,49000,1,0,0,16.55,2993.0,258.0,5.0,45.0,1673,1,4
5,104000,3,1,2,15.0,970.0,258.0,5.0,0.85,2,15,22
2,95000,3,1,2,18.5,1197.0,80.0,5.0,2.8,1852,8,10
10,32000,3,0,0,18.9,1197.0,82.0,5.0,4.8,781,8,5
5,122800,1,1,0,25.01,1498.0,89.75,5.0,5.65,676,6,6
0,78000,1,1,2,15.0,2148.0,89.75,5.0,14.5,520,16,9
0,69000,1,1,0,26.59,1248.0,74.0,5.0,5.9,1449,15,5
10,65000,1,1,2,23.59,1364.0,67.04,5.0,5.0,652,24,5
0,23000,3,1,0,19.1,1197.0,82.0,5.0,4.9,1727,8,5
0,70000,3,1,0,13.5,1799.0,130.0,5.0,4.25,399,7,11
2,250000,1,1,0,12.99,2494.0,100.6,8.0,10.9,865,24,6
4,56000,3,1,0,13.2,1495.0,94.0,5.0,2.45,116,8,8
10,30000,3,1,0,22.74,796.0,47.3,5.0,2.5,138,15,7
8,35000,3,0,0,8.1,5461.0,387.3,2.0,29.5,1291,16,10
6,92250,1,1,2,22.7,1498.0,89.84,5.0,5.75,568,6,7
10,40000,3,1,0,20.14,1197.0,81.86,5.0,5.0,1733,8,2
7,96848,3,0,0,14.3,1598.0,103.6,5.0,4.62,1203,22,6
4,42000,1,0,0,15.73,1968.0,174.33,5.0,23.5,1159,0,4
8,55886,1,1,0,16.0,2179.0,140.0,7.0,7.25,1714,14,7
7,12336,3,1,0,17.0,1591.0,121.3,5.0,11.88,1608,8,1
2,60000,3,1,3,13.9,1599.0,103.2,5.0,2.25,1610,8,11
10,83000,3,1,2,14.2,1597.0,92.0,5.0,0.85,811,6,17
10,24000,3,1,0,19.69,1198.0,67.04,5.0,4.0,994,19,2
10,32198,3,0,0,16.5,1198.0,86.8,5.0,5.1,264,7,4
5,92247,1,1,0,12.99,2494.0,100.6,7.0,12.5,863,24,6
2,121311,1,1,0,20.64,1498.0,108.5,5.0,2.9,1539,25,9
3,66296,1,1,0,16.0,2179.0,140.0,7.0,15.96,1708,14,4
9,41000,3,0,0,16.9,1197.0,82.0,5.0,5.45,1726,8,5
7,38681,1,1,0,13.5,2198.0,157.7,7.0,23.86,594,6,3
7,43761,3,1,0,18.0,995.0,62.0,5.0,1.75,1399,3,12
5,17400,1,1,0,24.52,1248.0,88.5,7.0,9.75,616,15,3
1,61510,1,1,0,25.8,1498.0,98.6,5.0,4.75,166,7,7
4,60000,3,1,0,17.4,1497.0,117.3,5.0,6.25,383,7,6
1,35165,1,0,2,23.8,1998.0,112.0,5.0,22.0,420,17,6
7,41617,3,0,0,14.53,1794.0,138.1,5.0,14.14,433,24,4
8,45000,3,1,0,17.0,1086.0,138.1,5.0,0.95,1345,8,15
4,65000,3,0,0,13.7,1798.0,157.75,5.0,11.95,1425,22,6
4,68000,3,1,0,18.9,998.0,67.1,5.0,2.5,1633,15,9
9,49000,3,1,0,19.81,1086.0,68.05,5.0,2.75,1786,8,7
3,16698,3,1,0,23.84,1199.0,84.0,5.0,5.85,1518,23,1
0,30965,3,1,0,21.4,1197.0,83.1,5.0,6.25,227,15,4
9,56058,3,1,0,15.04,1598.0,103.2,5.0,4.95,1543,25,6
10,15356,3,1,0,18.9,1197.0,81.86,5.0,4.75,780,8,3
4,54000,1,1,0,20.0,1399.0,68.05,5.0,2.55,711,6,7
10,47000,3,0,2,13.9,1799.0,130.3,5.0,4.5,403,7,9
7,21652,3,1,0,22.74,796.0,47.3,5.0,3.01,138,15,5
5,52000,1,0,0,15.68,1999.0,177.0,5.0,42.0,1260,13,4
8,35010,1,0,0,12.4,2698.0,179.5,5.0,11.5,98,0,10
5,76662,1,0,0,11.0,2987.0,198.5,5.0,10.99,524,16,14
6,89000,3,0,0,17.0,1497.0,118.0,5.0,3.71,356,7,11
6,80000,3,0,3,10.1,2354.0,152.0,5.0,2.0,275,7,14
7,39023,1,1,0,28.09,1248.0,88.5,5.0,9.48,322,15,2
6,62000,3,1,2,18.9,998.0,67.1,5.0,1.25,1632,15,16
6,78046,1,1,0,19.67,1582.0,126.2,5.0,10.9,459,8,5
8,34400,1,1,0,28.09,1248.0,88.5,5.0,5.5,335,15,5
3,64624,3,1,0,21.1,814.0,55.2,5.0,3.71,538,8,4
9,69192,3,1,0,16.02,1373.0,93.7,7.0,6.25,620,15,6
2,55000,1,1,0,20.54,1598.0,103.6,5.0,4.9,1547,25,8
9,81000,3,1,2,12.8,1493.0,100.0,5.0,1.1,352,7,15
7,36733,3,1,0,16.47,1198.0,73.9,5.0,4.72,1147,25,4
7,24310,0,1,0,33.44,796.0,40.3,4.0,3.7,133,15,3
9,43022,1,0,0,17.9,2143.0,136.0,5.0,24.85,742,16,4
6,74000,1,1,0,14.66,2199.0,194.3,7.0,12.25,1321,8,7
8,47000,1,1,0,22.9,1248.0,74.0,5.0,3.9,1473,15,6
7,37460,3,1,0,18.6,1197.0,81.86,5.0,6.28,591,8,3
9,130000,1,1,0,14.0,2498.0,112.0,8.0,2.75,1750,14,9
3,31576,3,1,0,18.9,1197.0,82.0,5.0,7.85,783,8,3
9,66000,3,1,0,15.04,1598.0,103.6,5.0,2.95,1554,25,9
9,79000,3,0,2,11.7,2354.0,177.6,5.0,4.85,120,7,12
1,47140,1,0,2,13.5,2925.0,281.61,5.0,30.0,1280,16,9
1,36610,1,0,0,15.0,2143.0,107.3,5.0,19.9,203,16,4
1,93000,1,1,0,20.5,1582.0,126.2,5.0,10.8,463,8,4
5,52195,3,1,0,19.7,796.0,46.3,5.0,1.75,151,15,13
