Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Mahindra Xylo E8,Bangalore,2013,60000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,7.7307863
Hyundai EON 1.0 Era Plus,Kochi,2015,58469,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,3.0869417
Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,3.8586388
Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,23.454182
Toyota Innova 2.0 V,Pune,2013,56000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,8.5358715
Mahindra Xylo H9,Mumbai,2014,101000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,8.0,8.487442
Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.62085
Renault Duster Adventure Edition,Mumbai,2014,65371,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,5.6107035
Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,5.3713765
Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,5.3920527
Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,3.2708833
Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,4.2514105
Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,7.748028
Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,4.8665524
Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3.9053192
Toyota Corolla Altis VL AT,Coimbatore,2019,10660,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,18.192135
Toyota Etios G,Delhi,2012,52052,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,4.431535
Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,17.368916
Hyundai Santro Xing GL Plus,Kolkata,2012,102000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,2.7112753
Volkswagen Vento Diesel Highline,Chennai,2012,60000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,5.059433
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5.0,5.5260844
Honda Brio 1.2 VX MT,Hyderabad,2012,41000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,3.920999
Honda CR-V 2.4 4WD AT,Chennai,2005,135000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5.0,2.0542107
Honda City 1.5 S AT,Pune,2012,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5.0,5.0622683
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,23.763144
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,9.322396
Mercedes-Benz GLE 250d,Delhi,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,40.584297
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,26.50209
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,33.477974
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,16.128654
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,26.157892
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,Diesel,Automatic,Second,21.72 kmpl,1498 CC,108.4 bhp,5.0,11.842043
Maruti Swift VDI BSIV,Kolkata,2012,72000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,6.005756
Honda Amaze S i-Dtech,Kolkata,2013,51637,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,3.9406629
Toyota Corolla Altis G,Mumbai,2009,48233,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,3.5844712
Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,6.058357
Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,7.2152023
Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,6.060553
Toyota Fortuner 4x2 AT,Delhi,2014,150000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,18.340147
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,Diesel,Automatic,First,11.5 kmpl,2987 CC,210 bhp,5.0,38.754776
Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,First,0.0 kmpl,,,,5.378084
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,6.667542
Maruti Wagon R LXI BS IV,Delhi,2010,73575,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.3664532
Honda Amaze SX i-DTEC,Pune,2015,63000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5.703853
Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.155497
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,36.318485
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,43.054607
Maruti Ritz VDi ABS,Pune,2012,75500,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,5.0974474
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,6.3096495
Honda Brio S MT,Mumbai,2014,17000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3.9782283
BMW 5 Series 520d Sedan,Bangalore,2009,150000,Diesel,Automatic,Second,18.48 kmpl,,,,1.9442539
Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,6.479005
Hyundai Getz GLE,Hyderabad,2009,52008,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,2.9249868
Chevrolet Beat Diesel LS,Kolkata,2013,76000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,2.03345
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,26.188374
Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,5.0031705
Maruti Swift Dzire VDi,Delhi,2010,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,4.14232
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,18.831633
Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1 kmpl,,,,7.1745753
Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,18.571798
Volvo S60 D5 Kinetic,Hyderabad,2011,70000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5.0,16.242153
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,10.751044
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,20.58089
Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,7.5784454
Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,10.400883
Hyundai EON Sportz,Kolkata,2017,4000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.628323
Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,21.126562
Maruti A-Star AT VXI,Bangalore,2011,46000,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5.0,6.587301
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,23.314402
Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.7626166
Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,16.787287
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,47.91051
Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,11.246895
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,4.800413
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,7.0,5.607739
Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,11.270044
Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,3.4369454
Renault Pulse RxZ,Coimbatore,2014,31513,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,4.661421
Maruti Swift Dzire ZDI,Coimbatore,2017,75724,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.4777303
Hyundai EON Magna Plus,Kolkata,2013,69000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1.8798741
Nissan Micra XL,Mumbai,2010,65000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,3.34816
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,27.743057
Maruti Swift VXI,Chennai,2014,56049,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,6.493495
Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,5.525957
Fiat Punto 1.4 Emotion,Jaipur,2010,65000,Petrol,Manual,Third,14.6 kmpl,,,,2.3461614
Hyundai i10 Sportz 1.2,Bangalore,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.921176
Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,6.750046
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,9.6243515
Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5.0,14.43004
Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,9.3655
Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,8.130949
Maruti Alto LXi,Chennai,2011,60000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,2.974014
Maruti Swift 1.3 VXi,Pune,2010,115000,Petrol,Manual,Second,16.1 kmpl,,,,5.4868426
BMW 3 Series 320d,Bangalore,2011,56000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,13.749963
Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,4.456531
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,11.264897
Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,4.4114966
Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5.0,4.186222
Maruti Baleno Sigma 1.2,Kochi,2017,11282,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6.6557236
Honda Amaze S i-Dtech,Chennai,2013,75000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,4.5429153
BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,18.471992
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,16.806929
Honda Brio 1.2 VX MT,Kochi,2014,43814,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,4.3223667
Hyundai i10 Magna,Kolkata,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.0671117
Hyundai Santro Xing XL,Jaipur,2007,85000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,1.7927866
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,23.3637
Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,4.2820616
Honda WRV i-DTEC VX,Kochi,2019,15053,Diesel,Manual,First,25.5 kmpl,1498 CC,98.6 bhp,5.0,9.096344
Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,8.551883
Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.840222
Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,43.533
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,36.767536
Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,1.8669854
Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,5.397056
Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.1212351
Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,3.800823
Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,7.0427246
Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,2.3086574
Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,5.795892
Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,4.6588645
Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,1.9565988
Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,6.366493
Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,8.896267
Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5.0,1.8794706
Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5.0,31.325493
BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,26.93985
Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5.0,6.4982967
Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5.0,4.6473885
Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,3.2120883
Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,3.6857622
Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,1.9328551
Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,5.4697104
Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,6.657534
Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,7.5111895
Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.6454453
Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,21.41353
Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,4.602966
Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.9894452
Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,6.78652
Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,6.4285607
Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,7.974759
Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,5.146006
Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,8.57549
Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07 kmpl,1199 CC,74 bhp,5.0,4.430664
Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,1.3342279
Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,7.2579856
Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,8.111799
Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15 kmpl,2967 CC,240 bhp,5.0,33.256752
Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.564039
Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,20.928732
Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,9.141162
Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5.0,6.213414
Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,4.5818944
Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,2.4787939
Renault Pulse RxZ,Jaipur,2012,57000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.12 bhp,5.0,3.3510256
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,3.31294
Honda Amaze SX i-VTEC,Delhi,2015,11000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.767105
Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,10.28156
Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,11.276042
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,9.007142
Maruti 800 DX,Jaipur,2000,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,6.1343646
Maruti Celerio VXI AT,Coimbatore,2015,54186,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.437032
Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,4.387408
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,90000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,7.6443434
Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018,23000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,19.576296
Maruti Ertiga VXI Petrol,Delhi,2016,23582,Petrol,Manual,Second,19.34 kmpl,1462 CC,103 bhp,7.0,7.934576
Maruti A-Star Vxi,Jaipur,2009,87000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5.0,2.678259
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019,1000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,10.944339
Maruti Swift VDI,Kochi,2015,58634,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,6.629562
Nissan Sunny Diesel XV,Kochi,2013,41377,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5.0,4.736147
Hyundai EON Magna Plus,Jaipur,2015,43000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.5539114
Honda Amaze S i-Vtech,Kochi,2015,77372,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.469744
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006,49000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,1.6892757
Honda City i VTEC CVT VX,Delhi,2015,48000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,7.689815
Honda Brio S MT,Hyderabad,2012,30000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3.8508694
Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.895102
Hyundai Elantra CRDi SX AT,Jaipur,2016,76681,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,10.524309
Honda Accord 2.4 Elegance A/T,Mumbai,2010,106565,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5.0,9.123051
Maruti Wagon R VXI AMT,Coimbatore,2011,37492,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,4.1872616
Chevrolet Cruze LTZ,Coimbatore,2014,72843,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5.0,8.441307
Hyundai i20 1.2 Era,Kochi,2013,55653,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,3.3437207
Tata Nano Cx BSIV,Ahmedabad,2013,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,4.6823187
Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014,44000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,5.6986566
Tata Indica Vista TDI LS,Pune,2012,43200,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,4.3165026
Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005,117000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,3.010026
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016,63961,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,22.530365
Mini Cooper 3 DOOR D,Mumbai,2015,20000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,15.242178
Hyundai Xcent 1.2 Kappa S Option,Pune,2016,34000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,4.996277
Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,4.0154457
Hyundai i20 Sportz 1.2,Mumbai,2013,43000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,3.273523
Hyundai i10 Magna,Hyderabad,2008,63193,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.4699945
